0	20.586	0
1	17.0783	3.50769
2	16.647	2.07057
3	15.182	2.07119
4	14.627	1.69762
5	13.9339	1.54974
6	13.0528	1.57855
7	12.0231	1.7115
8	11.0024	1.8221
9	10.4433	1.72299
10	9.69555	1.72858
11	9.18175	1.65951
12	8.68588	1.60505
13	8.20072	1.56318
14	7.67918	1.54588
15	7.19833	1.52389
16	6.77586	1.49249
17	6.42867	1.44933
18	6.09748	1.41037
19	5.79022	1.37282
20	5.51319	1.33487
21	5.26581	1.29657
22	5.03089	1.26099
23	4.81627	1.22623
24	4.61849	1.19267
25	4.43386	1.16066
26	4.26706	1.12924
27	4.10934	1.09953
28	3.96148	1.07119
29	3.82217	1.0442
30	3.69177	1.01834
31	3.56963	0.993542
32	3.45445	0.969827
33	3.34174	0.947598
34	3.23478	0.926321
35	3.13392	0.905855
36	3.03755	0.886287
37	2.9471	0.867378
38	2.86049	0.849273
39	2.77816	0.831853
40	2.69985	0.81508
41	2.6252	0.798933
42	2.55395	0.783378
43	2.48606	0.768372
44	2.42107	0.753909
45	2.35882	0.739961
46	2.29919	0.726497
47	2.24206	0.713492
48	2.18734	0.700918
49	2.1348	0.688764
