1.92681	0.0724918
0.00803754	0.00476615
117.434	1.74929
85.2148	0.63105
85.2148	0.63105
85.2148	0.63105
3.21266	0.0158042
-0.389963	0.00243441
-0.389963	0.00243441
-0.389963	0.00243441
-0.389963	0.00243441
7.01037	0.0537903
7.01037	0.0537903
3.65532	0.0375686
3.65532	0.0375686
3.65532	0.0375686
2.13103	0.0838403
2.13103	0.0838403
0.00722932	0.00566575
5.79697	0.0698102
47.835	0.303574
1.58885	0.00804116
0.236151	0.0300101
35.242	0.630993
2.85766	0.0159708
2.85766	0.0159708
2.85766	0.0159708
4.12776	0.0920709
4.12776	0.0920709
4.12776	0.0920709
4.12776	0.0920709
4.12776	0.0920709
1.13684	0.00896912
1.13684	0.00896912
42.2811	0.295654
70.9946	0.305433
22.0937	0.427572
1.1384	0.0214445
9.2581	0.0895862
9.2581	0.0895862
11.4852	0.19294
11.4852	0.19294
11.4852	0.19294
-0.265456	0.00469441
7.11854	0.106587
0.165439	0.0165763
1.08296	0.0144824
1.08296	0.0144824
-0.222482	0.0042339
-0.250583	0.00687007
-0.250583	0.00687007
19.1723	0.141371
16.4128	0.0791888
16.4128	0.0791888
16.4128	0.0791888
40.8727	0.507134
40.8727	0.507134
40.8727	0.507134
40.8727	0.507134
40.8727	0.507134
45.0932	0.802052
11.7571	0.257007
11.7571	0.257007
0.705483	0.00484267
5.43029	0.148538
-0.339109	0.00258621
-0.339109	0.00258621
0.705437	0.039461
-0.144654	0.0038549
-0.144654	0.0038549
7.93604	0.03492
7.93604	0.03492
7.93604	0.03492
4.96946	0.0999175
7.13207	0.0470364
7.98274	0.0363575
0.662708	0.0375614
0.662708	0.0375614
48.0214	0.62873
48.0214	0.62873
48.0214	0.62873
36.2893	0.635715
2.07739	0.0234845
2.07739	0.0234845
2.07739	0.0234845
2.07739	0.0234845
2.07739	0.0234845
0.0731274	0.00428098
2.68155	0.0156913
2.68155	0.0156913
7.53154	0.0468125
7.53154	0.0468125
3.45874	0.076171
42.9762	0.243813
17.0997	0.369657
17.0997	0.369657
