0.122649	0.589072	
0.0855154	0.164404	
0.319705	0.152635	
0.235382	0.272682	
0.331188	0.35713	
0.468529	0.328313	
0.535442	0.432957	
0.505783	0.561088	
0.733526	0.527708	
0.63346	0.278528	
0.530022	0.207917	
0.670185	0.151373	
0.686724	0.131731	
0.693998	0.0158438	
0.963349	0.218126	
0.801329	0.343023	
0.875309	0.437258	
0.902699	0.552691	
0.91827	0.565008	
0.811401	0.605206	
0.732577	0.70348	
0.81117	0.71137	
0.878455	0.851986	
0.89223	0.865296	
0.555764	0.993325	
0.510944	0.905578	
0.404955	0.910299	
0.270508	0.952392	
0.282127	0.826458	
0.396338	0.764632	
0.327874	0.62982	
0.128194	0.704449	
0.0715618	0.613738	
0.1172	0.618095	
0.122649	0.589072	
