           1     1.39194     1.39194           0
           2     1.39194     1.39194 5.63492e-07
           3     1.39192     1.39193 7.46427e-06
           4     1.39197     1.39194 8.99617e-06
           5     1.39203     1.39196 1.74837e-05
           6     1.39201     1.39197  1.6503e-05
           7     1.39202     1.39197 1.55922e-05
           8     1.39203     1.39198  1.4927e-05
           9       1.392     1.39198 1.33518e-05
          10     1.39211       1.392 1.68381e-05
          11     1.39203       1.392 1.56261e-05
          12     1.39208     1.39201 1.56229e-05
          13     1.39207     1.39201  1.5154e-05
          14     1.39196     1.39201 1.45069e-05
          15     1.39197       1.392   1.374e-05
          16     1.39201       1.392 1.28919e-05
          17     1.39212     1.39201  1.3835e-05
          18     1.39209     1.39202 1.37819e-05
          19     1.39202     1.39202 1.30565e-05
          20     1.39206     1.39202 1.25952e-05
          21     1.39205     1.39202 1.20792e-05
          22     1.39203     1.39202 1.15332e-05
          23     1.39191     1.39202 1.19083e-05
          24     1.39181     1.39201 1.41582e-05
          25      1.3918       1.392 1.58227e-05
          26     1.39189     1.39199  1.5753e-05
          27     1.39191     1.39199 1.54529e-05
          28     1.39207     1.39199 1.51355e-05
          29     1.39201     1.39199 1.46241e-05
          30     1.39199     1.39199 1.41368e-05
