0.122649	0.980588	
0.348892	0.930933	
0.398946	0.947439	
0.433535	0.738584	
0.346158	0.723554	
0.354481	0.495395	
0.622301	0.4653	
0.673087	0.505656	
0.620834	0.758212	
0.752244	0.856108	
0.786103	0.918664	
0.74784	0.999325	
0.842799	0.998058	
0.85672	0.956993	
0.909091	0.747297	
0.940973	0.730818	
0.888974	0.603249	
0.926138	0.506981	
0.976975	0.534473	
0.987942	0.483725	
0.980057	0.440411	
0.931179	0.490875	
0.744927	0.362139	
0.686332	0.146685	
0.7424	0.0744406	
0.455066	0.0300611	
0.222105	0.127299	
0.200524	0.0654859	
0.0122933	0.0378791	
0.00948181	0.413616	
0.137294	0.600556	
0.210483	0.615633	
0.251903	0.611611	
0.252594	0.699637	
0.122649	0.980588	
