5.0212	0
5.03466	0.0134569
5.02973	0.00919879
5.00908	0.0216501
4.99282	0.0233625
4.98147	0.022197
5.0047	0.0298645
4.99698	0.0269924
4.99914	0.0239033
4.98547	0.0253811
4.98599	0.0229641
4.98929	0.0212217
4.98792	0.0195695
4.98707	0.0181377
4.98445	0.0170875
4.98104	0.016344
4.98498	0.0158512
4.99238	0.0166774
4.98944	0.0160478
4.98695	0.0154271
4.98791	0.0147057
4.99366	0.0151559
4.99057	0.0148094
4.99925	0.0166257
4.99978	0.0159556
4.99764	0.0154777
4.99727	0.0148982
4.99561	0.0144515
4.9952	0.0139504
5.00262	0.0153859
5.00233	0.0148842
4.99987	0.0146194
4.9977	0.0143345
4.99659	0.0139506
4.99799	0.0136182
5.00005	0.0133934
4.9965	0.0135018
4.99825	0.0132579
5.00093	0.0131902
5.00139	0.0128644
5.00001	0.012623
5.00065	0.0123356
4.99738	0.0124818
4.99674	0.0122116
4.99692	0.0119386
4.99795	0.0117214
4.99817	0.0114714
4.99637	0.0113725
4.99731	0.0111774
4.99837	0.0110029
